Quantity,Price,Customer ID,InvoiceDate
166,32.65,13085.0,2009-01-12 07:45:00
60,10.5,13085.0,2009-01-12 07:46:00
193,70.88,13078.0,2009-01-12 09:06:00
145,83.45000000000002,15362.0,2009-01-12 09:08:00
826,44.04999999999999,18102.0,2009-01-12 09:24:00
216,49.64000000000001,12682.0,2009-01-12 09:28:00
16,6.3,18087.0,2009-01-12 09:43:00
102,12.17,18087.0,2009-01-12 09:44:00
275,46.94000000000001,13635.0,2009-01-12 09:46:00
120,16.59,14110.0,2009-01-12 09:50:00
280,47.080000000000005,17519.0,2009-01-12 09:57:00
382,84.20000000000002,13758.0,2009-01-12 10:06:00
192,11.879999999999999,15413.0,2009-01-12 10:18:00
100,20.2,16321.0,2009-01-12 10:36:00
977,53.57000000000001,16167.0,2009-01-12 10:46:00
379,68.44,17865.0,2009-01-12 10:49:00
38,51.550000000000004,17592.0,2009-01-12 10:49:00
408,88.85000000000002,13767.0,2009-01-12 10:52:00
80,107.10000000000001,17238.0,2009-01-12 10:59:00
64,43.35,15712.0,2009-01-12 11:17:00
326,93.39,15311.0,2009-01-12 11:21:00
138,86.84,16329.0,2009-01-12 11:34:00
247,146.14,17700.0,2009-01-12 11:37:00
293,108.49000000000001,14911.0,2009-01-12 11:41:00
409,271.8399999999999,15998.0,2009-01-12 11:45:00
800,1.45,12931.0,2009-01-12 11:46:00
2,1.4,,2009-01-12 11:49:00
478,121.02999999999999,12533.0,2009-01-12 11:50:00
212,119.10000000000001,17984.0,2009-01-12 11:51:00
54,45.80000000000001,14871.0,2009-01-12 11:57:00
353,46.970000000000006,13394.0,2009-01-12 11:58:00
67,97.35,16011.0,2009-01-12 12:02:00
216,241.13999999999987,16393.0,2009-01-12 12:13:00
250,218.31999999999988,14040.0,2009-01-12 12:14:00
1598,40.470000000000006,15061.0,2009-01-12 12:18:00
188,15.190000000000001,12913.0,2009-01-12 12:18:00
264,5.1,15061.0,2009-01-12 12:19:00
226,34.81999999999999,14341.0,2009-01-12 12:20:00
92,67.22000000000003,17804.0,2009-01-12 12:22:00
212,149.30000000000004,14156.0,2009-01-12 12:30:00
595,38.16,13599.0,2009-01-12 12:30:00
253,135.42999999999995,,2009-01-12 12:32:00
232,118.19999999999999,14156.0,2009-01-12 12:33:00
129,63.29000000000001,17063.0,2009-01-12 12:36:00
176,189.54999999999993,15719.0,2009-01-12 12:47:00
438,42.660000000000004,12490.0,2009-01-12 12:52:00
154,14.65,15793.0,2009-01-12 12:54:00
26,33.0,17056.0,2009-01-12 12:55:00
1585,29.40000000000001,13526.0,2009-01-12 12:56:00
273,35.85,14654.0,2009-01-12 12:57:00
107,190.44999999999996,17998.0,2009-01-12 13:07:00
326,16.049999999999997,13526.0,2009-01-12 13:13:00
35,69.15,17742.0,2009-01-12 13:16:00
150,109.45,15326.0,2009-01-12 13:19:00
312,54.15000000000001,14478.0,2009-01-12 13:20:00
50,99.86000000000001,15967.0,2009-01-12 13:29:00
273,237.88999999999973,17611.0,2009-01-12 13:29:00
306,92.61000000000001,15051.0,2009-01-12 13:29:00
313,189.02999999999992,13097.0,2009-01-12 13:31:00
300,64.57000000000001,13590.0,2009-01-12 13:37:00
178,58.69000000000001,15984.0,2009-01-12 13:38:00
177,84.60000000000002,16887.0,2009-01-12 13:41:00
276,6.499999999999999,12921.0,2009-01-12 13:43:00
137,20.02,15945.0,2009-01-12 13:47:00
125,58.650000000000006,14543.0,2009-01-12 13:47:00
1,21.95,18037.0,2009-01-12 13:48:00
67,10.18,15662.0,2009-01-12 13:49:00
98,16.59,15380.0,2009-01-12 13:50:00
87,141.44000000000003,13110.0,2009-01-12 14:14:00
95,200.7399999999999,12836.0,2009-01-12 14:19:00
181,119.93000000000004,15005.0,2009-01-12 14:19:00
2,8.5,,2009-01-12 14:27:00
971,2625.0300000000057,,2009-01-12 14:28:00
575,105.08000000000003,16620.0,2009-01-12 14:35:00
1403,208.74999999999983,12758.0,2009-01-12 14:40:00
38,267.31000000000006,,2009-01-12 14:43:00
35,210.1500000000001,,2009-01-12 14:44:00
41,275.05000000000007,,2009-01-12 14:45:00
28,180.82,,2009-01-12 14:46:00
39,186.72,,2009-01-12 14:47:00
1,2.1,17961.0,2009-01-12 14:48:00
51,292.15999999999997,,2009-01-12 14:49:00
5,1.95,,2009-01-12 14:49:00
49,323.6200000000001,,2009-01-12 14:50:00
1,2.95,15601.0,2009-01-12 14:53:00
62,312.94000000000005,,2009-01-12 14:55:00
1,12.75,13585.0,2009-01-12 14:56:00
41,202.32999999999998,,2009-01-12 14:56:00
46,239.91000000000003,,2009-01-12 14:56:00
49,158.1,,2009-01-12 14:58:00
42,119.90000000000003,13442.0,2009-01-12 14:59:00
1,6.35,,2009-01-12 14:59:00
10,9.75,,2009-01-12 15:02:00
12,1.45,13381.0,2009-01-12 15:19:00
173,64.95000000000002,16763.0,2009-01-12 15:26:00
157,89.29,17243.0,2009-01-12 15:36:00
2,3.75,,2009-01-12 15:42:00
48,0.65,14865.0,2009-01-12 16:05:00
600,52.73000000000001,17345.0,2009-01-12 16:17:00
462,69.17,13819.0,2009-01-12 16:18:00
3,12.850000000000001,,2009-01-12 16:19:00
317,84.59,15808.0,2009-01-12 16:30:00
97,112.68,17191.0,2009-01-12 16:34:00
90,14.549999999999999,13748.0,2009-01-12 16:44:00
146,48.23,15265.0,2009-01-12 17:08:00
26,47.790000000000006,,2009-01-12 17:08:00
115,88.5,15750.0,2009-01-12 17:19:00
401,63.16,17428.0,2009-01-12 17:28:00
32,7.55,17428.0,2009-01-12 17:28:00
249,103.91,15485.0,2009-01-12 17:31:00
34,6.970000000000001,17246.0,2009-01-12 17:45:00
25,2.95,15485.0,2009-01-12 17:50:00
57,82.29,14061.0,2009-01-12 18:03:00
118,26.099999999999998,14108.0,2009-01-12 18:07:00
203,32.34,13648.0,2009-01-12 18:13:00
221,23.03,16563.0,2009-01-12 18:35:00
198,31.909999999999997,16701.0,2009-01-12 19:19:00
168,6.35,12842.0,2009-02-12 08:15:00
28,11.4,14302.0,2009-02-12 08:16:00
966,9.38,14135.0,2009-02-12 08:58:00
421,110.30000000000001,14831.0,2009-02-12 09:21:00
34,9.0,14831.0,2009-02-12 09:23:00
266,28.390000000000008,15602.0,2009-02-12 09:35:00
1930,56.15,13777.0,2009-02-12 09:47:00
840,7.79,13777.0,2009-02-12 09:49:00
48,8.0,14000.0,2009-02-12 09:50:00
113,48.61,16823.0,2009-02-12 09:57:00
280,229.94999999999987,16163.0,2009-02-12 10:00:00
36,1.25,17193.0,2009-02-12 10:02:00
183,22.340000000000003,17998.0,2009-02-12 10:02:00
303,14.060000000000002,15759.0,2009-02-12 10:08:00
721,128.32,16131.0,2009-02-12 10:09:00
116,47.3,14560.0,2009-02-12 10:15:00
113,38.440000000000005,17087.0,2009-02-12 10:41:00
54,17.25,14894.0,2009-02-12 10:42:00
121,65.35,16202.0,2009-02-12 10:48:00
238,62.330000000000005,16700.0,2009-02-12 10:51:00
